Customer_ID,Gender,Age,Age_Group,Married,State,Number_of_Referrals,Tenure_in_Months,Tenure_Group,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Monthly_Charge_Category,Total_Charges,Total_Charges_Category,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Long_Distance_Charge_Category,Total_Revenue,Revenue_Category,Customer_Status,Churn_Flag,Churn_Category,Churn_Reason
62994-KER,Male,41,Adult,Yes,Kerala,1,36,Loyal Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.6,Medium,5817.45,High,0,0,2368,High,8185.45,High Revenue,Stayed,0,Not Churned,Not Churned
85111-JHA,Female,26,Young,No,Jharkhand,3,2,New Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,24.2,Low,914.6,Low,0,0,229.32,Low,1143.92,Low Revenue,Stayed,0,Not Churned,Not Churned
18756-MAD,Female,18,Young,No,Madhya Pradesh,15,7,New Customer,Deal 3,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,Medium,2224.5,Medium,0,0,1878.63,Medium,4103.13,Medium Revenue,Stayed,0,Not Churned,Not Churned
41777-JAM,Female,56,Senior,No,Jammu & Kashmir,12,8,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,High,5082.8,High,0,0,1187.04,Medium,6269.84,High Revenue,Churned,1,Other,Don't know
63441-RAJ,Male,40,Adult,Yes,Rajasthan,13,13,Regular Customer,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,Medium,2001.5,Medium,0,0,870.76,Medium,2872.26,Medium Revenue,Churned,1,Dissatisfaction,Lack of self-service on Website
69527-UTT,Female,19,Young,No,Uttar Pradesh,8,10,New Customer,Deal 3,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.35,Medium,1558.65,Medium,0,0,1116.96,Medium,2675.61,Medium Revenue,Stayed,0,Not Churned,Not Churned
78885-TAM,Female,43,Adult,No,Tamil Nadu,2,5,New Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.5,Low,19.5,Low,0,0,20.11,Low,39.61,Low Revenue,Joined,0,Not Churned,Not Churned
72349-UTT,Male,72,Senior,Yes,Uttar Pradesh,6,12,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,Medium,688.65,Low,0,30,54.6,Low,773.25,Low Revenue,Churned,1,Competitor,Competitor had better devices
56123-AND,Female,50,Senior,Yes,Andhra Pradesh,0,1,New Customer,No Deal,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,Medium,579,Low,0,0,329.04,Low,908.04,Low Revenue,Stayed,0,Not Churned,Not Churned
58749-MAD,Female,63,Senior,Yes,Madhya Pradesh,7,9,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,Medium,2937.65,Medium,0,0,1775.88,Medium,4713.53,Medium Revenue,Stayed,0,Not Churned,Not Churned
98901-KAR,Female,52,Senior,No,Karnataka,12,30,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,Medium,70.5,Low,0,0,41.39,Low,111.89,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
29152-AND,Female,57,Senior,Yes,Andhra Pradesh,2,13,Regular Customer,Deal 4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.3,Low,360.35,Low,0,0,704.8,Medium,1065.15,Low Revenue,Stayed,0,Not Churned,Not Churned
14941-MAH,Female,43,Adult,Yes,Maharashtra,2,30,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,Medium,1111.65,Medium,48.25,0,436.02,Low,1499.42,Low Revenue,Churned,1,Competitor,Competitor had better devices
52196-RAJ,Female,45,Adult,Yes,Rajasthan,13,33,Regular Customer,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,Low,333.65,Low,0,0,200.9,Low,534.55,Low Revenue,Stayed,0,Not Churned,Not Churned
73548-JHA,Female,32,Adult,Yes,Jharkhand,5,15,Regular Customer,No Deal,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,Medium,2877.05,Medium,0,0,1514.13,Medium,4391.18,Medium Revenue,Stayed,0,Not Churned,Not Churned
74864-JHA,Female,51,Senior,Yes,Jharkhand,15,34,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.55,Low,96.1,Low,0,0,122.65,Low,218.75,Low Revenue,Stayed,0,Not Churned,Not Churned
71215-UTT,Female,70,Senior,Yes,Uttar Pradesh,11,7,New Customer,No Deal,No,No Phone Service,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,Medium,2743.45,Medium,0,0,0,Low,2743.45,Medium Revenue,Stayed,0,Not Churned,Not Churned
17866-HAR,Female,60,Senior,Yes,Haryana,5,35,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,Medium,582.5,Low,0,20,158.27,Low,760.77,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
25145-KAR,Female,42,Adult,No,Karnataka,7,24,Regular Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,25.25,Low,1841.2,Medium,0,0,3564.72,High,5405.92,High Revenue,Stayed,0,Not Churned,Not Churned
47239-MAH,Male,56,Senior,No,Maharashtra,6,33,Regular Customer,Deal 1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.5,Low,1502.25,Medium,0,0,3161.52,High,4663.77,Medium Revenue,Stayed,0,Not Churned,Not Churned
65987-TAM,Male,52,Senior,Yes,Tamil Nadu,9,34,Regular Customer,Deal 5,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,Medium,61.15,Low,0,0,17.07,Low,78.22,Low Revenue,Joined,0,Not Churned,Not Churned
14942-HAR,Male,23,Young,Yes,Haryana,10,11,New Customer,Deal 2,No,No Phone Service,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.3,Low,1794.8,Medium,0,0,0,Low,1794.8,Low Revenue,Stayed,0,Not Churned,Not Churned
12305-AND,Male,28,Young,Yes,Andhra Pradesh,13,22,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.35,Low,422.7,Low,0,0,473.13,Low,895.83,Low Revenue,Stayed,0,Not Churned,Not Churned
11098-MAD,Female,30,Adult,Yes,Madhya Pradesh,0,31,Regular Customer,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.1,Medium,6683.4,High,0,0,631.72,Medium,7315.12,High Revenue,Stayed,0,Not Churned,Not Churned
65623-AND,Male,43,Adult,No,Andhra Pradesh,8,26,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.85,Medium,5305.05,High,0,0,2766.02,High,8071.07,High Revenue,Stayed,0,Not Churned,Not Churned
49504-UTT,Male,81,Senior,No,Uttar Pradesh,10,36,Loyal Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,High,3270.25,Medium,0,0,1455.3,Medium,4725.55,Medium Revenue,Stayed,0,Not Churned,Not Churned
88152-TEL,Male,31,Adult,Yes,Telangana,6,15,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.15,Low,20.15,Low,0,0,40.51,Low,60.66,Low Revenue,Churned,1,Price,Long distance charges
16702-JAM,Female,47,Adult,Yes,Jammu & Kashmir,3,28,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.7,Medium,4952.95,Medium,41.66,0,212.24,Low,5123.53,High Revenue,Stayed,0,Not Churned,Not Churned
56990-WES,Male,26,Young,Yes,West Bengal,13,27,Regular Customer,No Deal,No,No Phone Service,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,49.65,Low,2409.9,Medium,0,0,0,Low,2409.9,Medium Revenue,Stayed,0,Not Churned,Not Churned
68710-UTT,Female,48,Adult,No,Uttar Pradesh,13,7,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.25,High,7279.35,High,0,30,3319.76,High,10629.11,High Revenue,Stayed,0,Not Churned,Not Churned
55208-WES,Female,36,Adult,No,West Bengal,9,13,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,98.2,Medium,7015.9,High,0,0,1834.56,Medium,8850.46,High Revenue,Stayed,0,Not Churned,Not Churned
94070-JAM,Female,21,Young,Yes,Jammu & Kashmir,8,3,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,Medium,90.1,Low,0,0,24.33,Low,114.43,Low Revenue,Joined,0,Not Churned,Not Churned
85031-RAJ,Female,60,Senior,No,Rajasthan,1,4,New Customer,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,Low,44,Low,0,0,13.4,Low,57.4,Low Revenue,Joined,0,Not Churned,Not Churned
22543-UTT,Female,23,Young,Yes,Uttar Pradesh,4,9,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.65,Low,1335.2,Medium,0,0,2211.67,High,3546.87,Medium Revenue,Stayed,0,Not Churned,Not Churned
79499-UTT,Female,58,Senior,Yes,Uttar Pradesh,11,4,New Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,High,5032.25,High,0,0,1509.3,Medium,6541.55,High Revenue,Stayed,0,Not Churned,Not Churned
54433-GUJ,Female,58,Senior,No,Gujarat,6,11,New Customer,No Deal,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,Medium,6441.85,High,0,0,2517.84,High,8959.69,High Revenue,Stayed,0,Not Churned,Not Churned
39581-TAM,Female,24,Young,No,Tamil Nadu,8,3,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.1,Low,184.4,Low,0,0,140.4,Low,324.8,Low Revenue,Stayed,0,Not Churned,Not Churned
71900-RAJ,Male,43,Adult,Yes,Rajasthan,7,11,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,20.2,Low,1192.3,Medium,0,0,2783.03,High,3975.33,Medium Revenue,Stayed,0,Not Churned,Not Churned
88789-TAM,Male,41,Adult,Yes,Tamil Nadu,12,6,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,High,2090.25,Medium,0,0,199.1,Low,2289.35,Medium Revenue,Stayed,0,Not Churned,Not Churned
17956-WES,Male,57,Senior,No,West Bengal,2,6,New Customer,No Deal,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,Low,1441.95,Medium,0,100,166.8,Low,1708.75,Low Revenue,Stayed,0,Not Churned,Not Churned
33968-MAD,Male,63,Senior,Yes,Madhya Pradesh,13,34,Regular Customer,No Deal,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.2,Medium,4016.3,Medium,0,0,859.56,Medium,4875.86,Medium Revenue,Stayed,0,Not Churned,Not Churned
79898-PUN,Male,33,Adult,Yes,Punjab,13,17,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,Low,1021.55,Medium,0,0,264.3,Low,1285.85,Low Revenue,Stayed,0,Not Churned,Not Churned
93798-TAM,Male,64,Senior,No,Tamil Nadu,1,6,New Customer,No Deal,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,Low,45.3,Low,0,30,28.37,Low,103.67,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
76580-TAM,Female,29,Young,Yes,Tamil Nadu,0,17,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,20.4,Low,20.4,Low,0,0,22.12,Low,42.52,Low Revenue,Churned,1,Price,Long distance charges
79098-TAM,Female,55,Senior,No,Tamil Nadu,9,31,Regular Customer,Deal 4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,-1,Low,415.9,Low,0,0,602.6,Medium,1018.5,Low Revenue,Stayed,0,Not Churned,Not Churned
78104-JHA,Female,61,Senior,Yes,Jharkhand,11,9,New Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,Medium,1101.85,Medium,0,0,229.04,Low,1330.89,Low Revenue,Churned,1,Competitor,Competitor made better offer
58802-TAM,Female,42,Adult,Yes,Tamil Nadu,0,32,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,Medium,1448.6,Medium,0,0,191.36,Low,1639.96,Low Revenue,Churned,1,Competitor,Competitor made better offer
88980-HAR,Female,41,Adult,Yes,Haryana,9,14,Regular Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,23.3,Low,797.1,Low,0,0,228.2,Low,1025.3,Low Revenue,Stayed,0,Not Churned,Not Churned
74134-GUJ,Female,56,Senior,Yes,Gujarat,5,26,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,Medium,6468.6,High,0,0,3070.08,High,9538.68,High Revenue,Stayed,0,Not Churned,Not Churned
14424-JHA,Male,41,Adult,Yes,Jharkhand,14,13,Regular Customer,No Deal,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,59.8,Medium,3808.2,Medium,0,0,664.95,Medium,4473.15,Medium Revenue,Stayed,0,Not Churned,Not Churned
62603-TEL,Male,45,Adult,No,Telangana,10,35,Regular Customer,Deal 5,No,No Phone Service,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,34.2,Low,256.6,Low,0,0,0,Low,256.6,Low Revenue,Stayed,0,Not Churned,Not Churned
93193-TAM,Male,73,Senior,No,Tamil Nadu,14,14,Regular Customer,No Deal,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,Low,46,Low,0,0,7.74,Low,53.74,Low Revenue,Churned,1,Competitor,Competitor had better devices
47045-TAM,Male,74,Senior,No,Tamil Nadu,13,20,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73,Medium,73,Low,0,0,20.55,Low,93.55,Low Revenue,Churned,1,Competitor,Competitor offered more data
52976-PUN,Female,72,Senior,Yes,Punjab,4,8,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,Medium,256.25,Low,0,0,71.46,Low,327.71,Low Revenue,Churned,1,Competitor,Competitor had better devices
43116-JAM,Female,43,Adult,No,Jammu & Kashmir,10,30,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,Medium,164.5,Low,0,0,16.64,Low,181.14,Low Revenue,Churned,1,Competitor,Competitor made better offer
45349-RAJ,Male,22,Young,Yes,Rajasthan,9,2,New Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,25.6,Low,514.75,Low,0,0,587.42,Medium,1102.17,Low Revenue,Stayed,0,Not Churned,Not Churned
33573-DEL,Female,20,Young,Yes,Delhi,7,11,New Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,High,7674.55,High,0,150,2931.6,High,10756.15,High Revenue,Churned,1,Attitude,Attitude of service provider
22108-BIH,Female,48,Adult,Yes,Bihar,2,21,Regular Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,25.15,Low,702,Low,0,0,131.37,Low,833.37,Low Revenue,Stayed,0,Not Churned,Not Churned
91259-TEL,Female,39,Adult,No,Telangana,4,6,New Customer,Deal 2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.65,Low,779.25,Low,0,0,288.53,Low,1067.78,Low Revenue,Stayed,0,Not Churned,Not Churned
32663-BIH,Female,75,Senior,Yes,Bihar,4,22,Regular Customer,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,Medium,964.9,Low,0,0,852.12,Medium,1817.02,Low Revenue,Stayed,0,Not Churned,Not Churned
88485-HAR,Female,48,Adult,Yes,Haryana,9,35,Regular Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.05,Low,1873.7,Medium,0,0,3183.64,High,5057.34,High Revenue,Stayed,0,Not Churned,Not Churned
37708-BIH,Female,71,Senior,Yes,Bihar,4,30,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,Medium,1893.95,Medium,0,0,286.2,Low,2180.15,Medium Revenue,Churned,1,Competitor,Competitor had better devices
21268-GUJ,Female,46,Adult,No,Gujarat,11,26,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.05,Low,157.65,Low,0,0,281.52,Low,439.17,Low Revenue,Stayed,0,Not Churned,Not Churned
89370-TAM,Female,70,Senior,No,Tamil Nadu,5,5,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,Medium,3545.05,Medium,0,0,604.8,Medium,4149.85,Medium Revenue,Stayed,0,Not Churned,Not Churned
12695-BIH,Female,39,Adult,Yes,Bihar,3,20,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.15,Low,501.35,Low,0,0,544.86,Medium,1046.21,Low Revenue,Stayed,0,Not Churned,Not Churned
65974-TAM,Male,69,Senior,No,Tamil Nadu,2,2,New Customer,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,Medium,6474.45,High,0,0,1306.9,Medium,7781.35,High Revenue,Stayed,0,Not Churned,Not Churned
37703-MAH,Female,53,Senior,No,Maharashtra,8,5,New Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,High,6332.75,High,0,0,2708.6,High,9041.35,High Revenue,Stayed,0,Not Churned,Not Churned
12513-MAH,Female,18,Young,No,Maharashtra,3,3,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,High,6333.8,High,0,150,2128.2,High,8612,High Revenue,Stayed,0,Not Churned,Not Churned
17838-WES,Female,54,Senior,Yes,West Bengal,5,32,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,High,4903.2,Medium,0,0,1725,Medium,6628.2,High Revenue,Stayed,0,Not Churned,Not Churned
97997-HAR,Female,28,Young,No,Haryana,12,35,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.5,Low,20.5,Low,0,0,26.12,Low,46.62,Low Revenue,Churned,1,Price,Long distance charges
74446-MAD,Male,58,Senior,Yes,Madhya Pradesh,4,6,New Customer,Deal 1,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,Medium,6710.5,High,0,0,1704.12,Medium,8414.62,High Revenue,Churned,1,Other,Moved
33761-HAR,Female,45,Adult,Yes,Haryana,5,11,New Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,Medium,81.95,Low,0,0,44.94,Low,126.89,Low Revenue,Churned,1,Competitor,Competitor had better devices
62110-WES,Male,27,Young,No,West Bengal,10,30,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.05,Low,201.7,Low,0,0,341.36,Low,543.06,Low Revenue,Stayed,0,Not Churned,Not Churned
17707-PUD,Female,49,Adult,Yes,Puducherry,10,24,Regular Customer,Deal 1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.35,Low,1292.65,Medium,0,0,3169.48,High,4462.13,Medium Revenue,Stayed,0,Not Churned,Not Churned
48857-UTT,Male,54,Senior,Yes,Uttar Pradesh,15,17,Regular Customer,Deal 4,No,No Phone Service,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,Low,600,Low,0,0,0,Low,600,Low Revenue,Churned,1,Dissatisfaction,Product dissatisfaction
23770-TAM,Female,76,Senior,No,Tamil Nadu,8,15,Regular Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,Medium,1131.2,Medium,0,0,14.08,Low,1145.28,Low Revenue,Churned,1,Competitor,Competitor made better offer
94413-AND,Male,32,Adult,No,Andhra Pradesh,11,9,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3,Medium,84.3,Low,0,10,1.63,Low,95.93,Low Revenue,Churned,1,Competitor,Competitor offered more data
28776-TEL,Female,48,Adult,Yes,Telangana,6,6,New Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,High,4674.4,Medium,0,0,1286.62,Medium,5961.02,High Revenue,Stayed,0,Not Churned,Not Churned
64930-RAJ,Female,56,Senior,No,Rajasthan,4,11,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20,Low,141.6,Low,0,0,187.68,Low,329.28,Low Revenue,Stayed,0,Not Churned,Not Churned
18152-ODI,Female,27,Young,Yes,Odisha,15,8,New Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,High,970.45,Low,18.62,0,399.33,Low,1351.16,Low Revenue,Stayed,0,Not Churned,Not Churned
83787-UTT,Female,38,Adult,No,Uttar Pradesh,10,33,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.6,High,6296.75,High,0,0,171.36,Low,6468.11,High Revenue,Stayed,0,Not Churned,Not Churned
